municipio,numero_escolas_trabalha,tipo_escola,niveis_escola,idade,sexo,formacao,area_ed_inf,area_ef_finais,area_ef_iniciais,area_ens_medio,area_ens_tec,contrato,tempo_escola,tempo_profissao,hrs_semanais,numero_professores,supervisiona,licenca_2semanas,licenca_ano,quantotempo,scv,saude,exaustao
Estação,1,1,2,27,2,2,0,0,1,0,0,2,1,5,22,4,1,1,1,,7,5,"0,6"
Passo Fundo,1,3,3,27,2,3,0,0,0,1,0,1,1,1,12,100,1,1,1,,7,5,"0,75"
Tapejara,1,1,1,27,2,,1,0,0,0,0,1,7,7,30,18,1,1,1,,7,5,"2,2"
Erechim,2,1,2,27,2,1,1,0,1,0,0,1,3,5,40,96,1,1,1,,6,5,2
Ibirubá,1,2,4,27,2,1,0,0,0,1,0,2,1,1,11,33,1,1,1,,5,5,"0,6"
Espumoso,2,1,1,27,2,2,1,0,1,0,0,2,1,6,20,25,1,1,1,,5,5,"1,4"
Erechim,1,1,1,27,2,1,1,0,0,0,0,1,5,5,20,23,2,1,1,,5,5,"3,4"
Erechim,1,1,1,27,2,2,1,0,0,0,0,1,5,7,40,23,2,1,2,15,5,5,"3,6"
Erechim,1,1,2,27,2,2,0,1,1,0,0,1,"0,58",4,20,60,1,1,1,,,5,"4,2"
Sananduva,1,1,5,27,2,6,0,0,1,0,0,1,"0,75","0,75",40,45,1,1,1,,7,4,"1,4"
Passo Fundo,2,3,5,27,2,6,1,0,1,0,0,1,3,4,18,60,1,1,1,,7,4,"1,6"
Erechim,1,1,2,27,2,2,0,0,1,0,0,1,"0,5",9,40,83,1,1,1,,7,4,"2,4"
Passo Fundo,1,1,1,27,2,4,1,0,0,0,0,1,3,12,0,17,1,1,1,,6,4,"0,4"
Espumoso,1,1,1,27,2,2,1,0,0,0,0,2,2,7,20,,2,1,1,,6,4,"0,6"
Erechim,1,1,2,27,2,1,1,0,1,0,0,1,4,,20,68,1,1,2,180,6,4,"0,8"
Erechim,1,1,1,27,2,3,0,0,1,0,0,1,8,13,20,96,1,1,1,,6,4,1
Estação,1,1,2,27,2,2,0,0,1,0,0,1,,5,40,,1,1,1,,6,4,2
Passo Fundo,1,3,4,27,1,1,0,1,0,0,0,1,"0,16",2,20,80,1,1,1,,6,4,"2,2"
Passo Fundo,1,3,5,27,2,2,1,0,0,0,0,1,"0,16",7,44,97,1,1,1,,6,4,"2,8"
Ibirubá,1,1,1,27,2,2,1,0,0,0,0,1,6,6,40,15,1,1,1,,6,4,3
Passo Fundo,1,3,5,27,2,2,1,0,0,0,0,1,2,12,25,60,2,1,2,1,6,4,"3,4"
Estação,1,1,2,27,2,2,0,1,0,0,0,1,4,6,20,,1,1,1,,6,4,"3,6"
Erechim,1,4,4,27,2,1,1,0,0,0,0,1,1,8,20,30,1,1,1,,5,4,"1,8"
Tapejara,1,1,2,27,2,6,0,0,1,0,0,2,"0,41",3,20,,1,1,1,,5,4,2
Erechim,1,1,2,27,2,2,0,1,1,0,0,1,4,,40,60,1,1,1,,5,4,"2,6"
Erechim,1,1,2,27,2,1,0,0,1,0,0,1,4,9,20,52,1,1,1,,5,4,"2,8"
Erechim,1,1,2,27,2,2,1,1,1,0,0,1,6,6,40,83,2,1,1,,5,4,"3,6"
Sananduva,2,2,2,27,2,6,0,1,0,1,0,2,"3,6",7,40,13,1,1,1,,5,4,"5,2"
Erechim,2,1,2,27,2,2,0,0,1,0,0,2,3,8,40,15,1,1,2,2,4,4,"1,6"
Tapera,2,1,2,27,1,1,0,1,1,0,0,1,3,3,20,39,2,1,1,,4,4,"2,4"
Erechim,1,1,2,27,2,2,0,1,1,0,0,1,4,4,40,83,1,1,1,,4,4,5
Sananduva,2,1,5,27,2,1,0,1,1,0,0,1,3,6,20,25,1,1,1,,6,3,"1,8"
Passo Fundo,1,3,5,27,2,2,1,0,1,0,0,1,,12,,,1,1,1,,6,3,"1,8"
Erechim,1,1,2,27,2,1,1,1,0,0,0,1,6,8,20,96,1,1,1,,6,3,"2,4"
Erechim,1,1,1,27,2,6,1,0,0,0,0,1,6,8,40,96,1,1,1,,6,3,"2,6"
Marau,2,1,1,27,2,1,1,0,0,0,0,2,2,5,22,8,1,1,2,90,6,3,"3,6"
Erechim,1,1,2,27,2,2,0,1,1,0,0,1,6,7,40,83,1,1,2,15,6,3,"3,8"
Passo Fundo,1,1,2,27,2,0,0,0,1,0,0,1,1,1,40,20,1,1,1,,6,3,5
Ibirubá,2,1,2,27,2,2,0,1,0,1,0,2,"0,58",5,60,48,1,1,1,,5,3,3
Erechim,1,1,2,27,2,2,0,1,1,0,0,1,6,6,40,83,1,1,2,60,5,3,3
Passo Fundo,1,1,1,27,2,1,1,0,0,0,0,1,1,6,30,10,2,1,1,,5,3,"3,6"
Passo Fundo,2,1,1,27,2,2,1,0,1,0,0,1,7,11,30,7,1,1,2,2,5,3,"5,2"
Erechim,2,4,4,27,2,1,1,0,1,0,0,1,1,5,40,7,1,1,1,,4,3,"2,4"
Tio Hugo,1,1,2,27,2,2,1,0,0,0,0,1,1,5,20,10,1,1,2,5,2,3,"3,2"
Estação,2,1,2,27,2,7,0,0,1,0,0,1,5,8,42,15,2,1,1,,6,2,"4,2"
Erechim,1,1,1,27,2,7,1,0,0,0,0,1,5,8,40,23,2,1,1,,6,2,"4,6"
Tapera,2,1,2,27,2,2,0,0,1,0,0,1,"0,5",5,22,39,1,1,2,40,5,2,"5,2"
Marau,2,1,2,27,1,6,0,1,0,0,0,1,2,2,40,44,1,1,1,,3,2,"4,2"
Erechim,2,1,1,27,2,1,1,0,0,0,0,1,2,2,40,18,1,1,1,,2,2,"4,25"
Erechim,2,1,1,27,2,1,1,0,1,0,0,1,1,6,40,26,1,1,1,,2,2,5
Erechim,1,1,1,28,2,2,0,0,1,0,0,1,3,6,40,96,1,1,1,,7,5,"0,6"
Passo Fundo,2,3,4,28,1,2,0,1,0,0,0,1,"0,08",3,6,,1,1,1,,7,5,"1,4"
Tapejara,1,1,2,28,2,6,1,0,1,0,0,1,2,8,,13,2,1,1,,7,5,"1,4"
Erechim,2,1,1,28,2,7,1,0,1,1,0,1,6,7,16,96,1,1,1,,7,5,"1,8"
Passo Fundo,1,1,1,28,2,2,1,0,1,0,0,1,8,11,30,14,1,1,1,,7,5,"4,8"
Passo Fundo,1,1,1,28,2,2,1,0,0,0,0,1,6,10,30,11,1,1,1,,7,5,5
Erechim,1,1,1,28,2,2,1,0,0,0,0,1,5,10,40,35,1,1,1,,7,5,6
Tio Hugo,1,1,2,28,2,2,0,1,0,0,0,2,1,6,20,3,1,1,2,15,6,5,0
Passo Fundo,1,3,5,28,2,6,0,0,1,0,0,1,"0,08",2,22,60,1,1,1,,6,5,"2,8"
Passo Fundo,1,1,1,28,2,2,1,0,0,0,0,1,6,8,30,13,1,1,1,,4,5,"1,8"
Passo Fundo,1,3,5,28,2,1,1,0,1,0,0,1,5,6,30,97,1,1,1,,7,4,1
Passo Fundo,2,3,3,28,2,2,1,1,1,1,0,1,2,3,25,50,1,1,1,,6,4,"1,2"
Passo Fundo,1,1,1,28,2,6,1,0,0,0,0,1,3,10,,10,1,1,2,15,6,4,"1,6"
Tapejara,2,1,1,28,2,2,1,0,1,0,0,1,2,6,40,38,1,1,1,,6,4,2
Passo Fundo,1,3,5,28,2,1,0,0,0,1,0,1,4,6,16,97,1,1,1,,6,4,"2,8"
Erechim,1,1,1,28,2,2,1,0,0,0,0,1,5,7,40,26,1,1,1,,6,4,"3,25"
Tapera,1,1,1,28,2,2,0,1,0,0,0,1,9,9,60,,1,1,1,,6,4,"4,8"
Tapejara,2,1,2,28,2,2,1,0,1,0,0,1,4,4,20,36,2,1,1,,6,4,"5,2"
Passo Fundo,1,1,2,28,2,2,0,0,1,0,0,3,"0,16","0,16",20,34,1,1,1,,5,4,"2,8"
Passo Fundo,1,1,1,28,2,2,1,0,0,0,0,1,3,8,44,7,1,1,1,,5,4,"5,2"
Passo Fundo,1,1,1,28,2,2,1,0,0,0,0,1,6,6,30,7,1,1,1,,5,4,"5,6"
Passo Fundo,1,3,4,28,1,2,0,1,1,1,0,1,1,8,20,60,1,1,1,,2,4,"0,6"
Tio Hugo,1,1,1,28,2,1,1,0,0,0,0,1,5,5,20,1,1,1,2,4,6,3,2
Tapejara,1,,,28,2,2,1,0,0,0,0,2,2,2,20,48,1,1,1,,5,3,"2,8"
Passo Fundo,2,1,1,28,2,2,1,0,1,0,0,1,5,6,30,21,1,1,2,2,5,3,"4,8"
Marau,2,1,1,28,2,2,1,0,0,0,0,2,5,6,16,20,1,1,1,,4,3,"4,4"
Tapejara,1,1,1,28,2,2,1,0,0,0,0,1,1,6,30,8,2,1,1,,2,3,6
Erechim,1,1,2,28,2,1,1,0,1,0,0,3,"0,25",5,20,83,1,1,1,,7,2,"2,6"
Espumoso,1,1,1,28,2,1,1,0,0,0,0,2,1,1,20,14,1,1,1,,6,2,"1,6"
Erechim,1,1,1,28,2,2,1,0,0,0,0,1,3,11,40,34,1,1,1,,4,2,"1,2"
Passo Fundo,1,3,5,28,2,8,0,0,1,0,0,1,4,,22,60,1,1,2,30,3,2,"5,8"
Erechim,1,1,2,29,2,2,1,1,1,0,0,1,"0,6",6,20,68,1,1,1,,7,5,1
Estação,1,1,1,29,2,2,1,0,0,0,0,1,4,7,40,12,1,1,1,,7,5,1
Tio Hugo,1,1,2,29,2,2,0,0,1,0,0,1,2,9,20,,1,1,1,,7,5,3
Passo Fundo,1,1,1,29,2,1,1,0,0,0,0,1,6,6,44,13,2,2,2,,7,5,"5,2"
Erechim,1,1,5,29,2,5,1,0,0,0,0,1,2,9,40,51,1,1,1,,6,5,1
Ibirubá,1,1,5,29,2,2,0,0,1,0,0,1,2,,20,,1,1,1,,6,5,"3,6"
Passo Fundo,2,1,1,29,2,2,1,0,1,0,0,1,4,12,50,17,1,1,1,,6,5,"5,8"
Estação,1,2,3,29,2,2,0,0,0,1,0,1,7,7,30,,1,1,1,,5,5,2
Tapejara,2,1,1,29,2,1,1,0,0,0,0,1,1,11,60,8,2,1,1,,5,5,"2,2"
Passo Fundo,1,1,1,29,2,2,1,0,0,0,0,1,6,8,30,12,2,1,1,,5,5,"2,8"
Sananduva,1,1,1,29,2,2,1,0,0,0,0,1,3,6,40,12,2,1,1,,5,5,"3,2"
Ibirubá,1,2,2,29,2,2,0,0,1,0,0,2,5,5,20,23,2,1,1,,7,4,"0,6"
Tapejara,1,1,2,29,2,2,0,1,0,0,0,1,2,8,20,13,1,1,1,,7,4,"1,6"
Getúlio Vargas,2,1,1,29,2,2,1,0,1,0,0,1,"0,5",6,40,25,1,1,2,30,6,4,"0,6"
Erechim,2,1,1,29,2,2,1,0,1,0,0,1,2,5,40,17,1,1,2,4,6,4,"2,2"
Marau,1,1,2,29,2,2,0,1,0,0,0,1,1,9,20,50,2,1,2,180,6,4,3
Passo Fundo,1,1,1,29,2,2,1,0,0,0,0,1,4,6,44,6,1,1,2,3,6,4,"3,4"
Erechim,1,1,1,29,2,6,1,0,0,0,0,1,7,12,40,17,2,1,1,,6,4,4
Passo Fundo,1,1,1,29,2,2,1,0,0,0,0,1,7,12,30,4,2,1,1,,5,4,"1,2"
Passo Fundo,1,3,5,29,2,1,0,0,1,0,0,1,1,3,30,97,1,1,1,,5,4,"2,2"
Erechim,1,1,2,29,2,2,1,0,0,0,0,1,6,9,40,83,2,1,1,,5,4,3
Passo Fundo,1,3,5,29,2,2,1,0,0,0,0,1,"0,16",8,42,97,2,1,2,2,5,4,"4,4"
Erechim,1,1,1,29,2,3,1,0,0,0,0,1,6,8,40,25,1,1,1,,2,4,"5,6"
Getúlio Vargas,1,1,1,29,2,2,1,0,0,0,0,1,3,,,,2,1,1,,6,3,"1,6"
Passo Fundo,1,1,1,29,2,2,1,0,0,0,0,3,3,12,30,21,1,1,1,,6,3,3
Passo Fundo,1,3,5,29,2,2,1,0,0,0,0,,10,15,25,60,1,1,1,,6,3,"3,2"
Erechim,1,4,4,29,2,2,1,0,0,0,0,1,4,9,40,7,2,1,1,,6,3,"3,2"
Selbach,1,1,5,29,1,8,0,1,0,0,0,1,1,5,,15,2,1,1,,6,3,"3,8"
Ibirubá,1,1,1,29,2,1,1,0,0,0,0,2,1,,16,3,1,1,1,,6,3,"5,2"
Erechim,1,1,1,29,2,2,1,0,0,0,0,1,6,8,8,25,1,1,1,,6,3,"5,2"
Erechim,2,1,2,29,2,2,0,0,1,0,0,1,9,9,40,96,1,1,1,,5,3,"3,4"
Passo Fundo,2,3,5,29,1,1,0,0,1,1,0,1,5,7,30,60,2,1,1,,4,3,"2,2"
Erechim,1,1,1,29,2,1,1,0,0,0,0,1,6,7,40,34,1,1,1,,4,3,"4,4"
Erechim,1,1,2,29,2,2,0,1,0,0,0,1,5,5,40,83,1,1,1,,4,3,5
Espumoso,1,1,2,29,2,1,0,0,1,0,0,2,2,3,20,19,1,1,1,,4,3,"5,6"
Marau,1,1,1,29,2,1,1,0,0,0,0,2,2,5,16,20,1,1,1,,3,3,"2,4"
Ibirubá,1,2,2,29,2,1,0,1,1,0,0,2,3,4,39,19,1,1,1,,6,2,"3,5"
Tapejara,1,1,2,29,2,2,1,0,0,0,0,2,1,9,20,12,1,1,2,15,5,2,"2,8"
Passo Fundo,1,1,1,29,2,1,1,0,0,0,0,1,1,6,30,11,1,2,1,,5,2,"4,6"
Erechim,1,1,2,29,2,2,0,1,0,0,0,1,6,12,40,52,1,1,1,,4,2,"4,8"
Passo Fundo,2,1,1,29,2,2,1,0,1,0,0,1,7,10,50,11,1,1,1,,3,2,"4,4"
Passo Fundo,2,3,5,29,2,6,0,0,1,0,0,2,3,,20,97,1,1,1,,2,2,2
Passo Fundo,1,1,1,29,1,2,1,0,0,0,0,1,8,8,44,21,1,1,2,15,2,2,"4,2"
Sananduva,1,1,5,30,2,2,1,1,1,0,0,1,7,10,20,45,1,1,1,,7,5,"0,2"
Tapejara,2,1,1,30,2,6,1,0,0,0,0,1,5,5,6,18,1,1,1,,7,5,1
Passo Fundo,1,3,5,30,2,1,1,0,0,0,0,1,3,8,4,97,1,1,1,,7,5,1
Ibirubá,1,1,1,30,2,2,1,0,0,0,0,1,3,,44,18,2,1,1,,7,5,2
Tapera,1,1,2,30,2,1,0,1,0,0,0,2,1,,14,,1,1,1,,6,5,"0,2"
Erechim,1,4,4,30,2,1,0,0,0,0,0,1,2,5,40,7,1,1,1,,6,5,"1,6"
Espumoso,1,1,1,30,2,1,1,0,0,0,0,2,"0,83",,12,12,1,1,1,,6,5,"1,6"
Erechim,2,1,2,30,2,6,1,1,0,0,0,1,6,6,20,83,1,1,1,,6,5,"2,4"
Tapejara,1,1,1,30,2,1,1,0,0,0,0,1,6,7,30,18,1,1,1,,5,5,"1,2"
Ibirubá,1,1,1,30,2,1,1,0,0,0,0,1,5,5,40,36,1,1,1,,5,5,"2,8"
Passo Fundo,2,1,1,30,2,2,1,0,1,0,0,1,8,10,50,13,1,1,1,,5,5,"4,8"
Passo Fundo,1,3,4,30,2,2,0,0,1,0,0,2,3,14,25,60,1,1,1,,4,5,4
Taquaruçu do Sul,1,1,1,30,2,2,1,0,1,0,0,3,7,17,40,15,1,1,2,,7,4,"1,2"
Passo Fundo,1,3,4,30,2,1,0,0,1,0,0,1,"0,16",,3,,1,1,1,,7,4,"2,4"
Passo Fundo,1,1,1,30,2,6,1,0,0,0,0,1,6,15,30,12,1,1,1,,7,4,"2,4"
Ibiaçá,2,1,,30,2,2,0,1,0,0,0,2,7,7,50,30,1,1,1,,7,4,3
Erechim,1,4,4,30,2,1,1,0,0,0,0,1,4,10,20,31,1,1,1,,7,4,4
Espumoso,1,1,2,30,2,2,0,0,1,0,0,2,1,8,20,19,1,1,1,,6,4,"0,8"
Marau,2,1,2,30,2,2,0,1,0,0,0,1,2,4,40,60,1,1,1,,6,4,"1,8"
Passo Fundo,1,1,1,30,2,2,1,0,0,0,0,1,11,11,6,11,1,1,1,,6,4,"2,25"
Sananduva,2,2,2,30,2,2,0,1,0,0,0,2,7,9,40,13,1,1,1,,6,4,"2,4"
Passo Fundo,1,1,1,30,2,2,1,0,0,0,0,1,3,,30,,1,1,1,,6,4,"2,6"
Marau,2,1,2,30,2,3,0,1,0,1,0,1,4,8,40,,1,1,1,,6,4,3
Passo Fundo,2,1,1,30,2,2,1,0,0,0,0,1,4,14,10,8,1,1,2,3,6,4,"3,4"
Marau,2,1,2,30,2,1,0,1,0,0,0,2,"0,33","0,33",20,,1,1,1,,6,4,4
Taquaruçu do Sul,2,1,2,30,2,2,0,1,1,1,0,2,2,11,60,19,1,1,2,45,6,4,"4,2"
Passo Fundo,2,3,4,30,1,2,0,1,0,0,0,1,1,2,60,,1,1,1,,6,4,"4,6"
Ibirubá,1,1,1,30,2,1,1,0,0,0,0,2,2,2,8,12,1,1,1,,6,4,"4,8"
Ibirubá,1,2,4,30,2,3,1,0,0,1,0,2,8,,40,,1,1,1,,5,4,"2,2"
Erechim,1,1,1,30,2,2,1,0,0,0,0,1,5,,40,23,1,1,1,,5,4,"2,6"
Passo Fundo,2,1,1,30,2,6,1,0,0,0,0,2,5,10,50,7,1,1,1,,5,4,"3,6"
Passo Fundo,1,1,1,30,2,1,1,0,0,0,0,1,9,15,44,15,1,1,1,,5,4,5
Passo Fundo,1,1,1,30,2,2,1,0,0,0,0,1,8,11,6,13,2,1,1,,4,4,"1,2"
Passo Fundo,5,3,4,30,2,2,1,0,1,0,0,2,2,7,22,,1,1,2,,4,4,2
Erechim,2,1,2,30,2,3,0,1,0,0,0,1,1,,40,15,1,1,1,,3,4,"3,8"
Erechim,1,4,4,30,2,2,1,0,0,0,0,1,5,8,40,30,2,1,1,,3,4,"4,8"
Passo Fundo,1,3,5,30,2,2,0,0,1,0,0,1,"0,25",13,22,60,1,1,1,,3,4,5
Erechim,2,1,2,30,2,3,0,1,0,0,0,1,1,5,40,68,1,1,1,,2,4,"5,2"
Getúlio Vargas,1,1,,30,2,5,1,0,0,0,0,1,"0,66",,30,40,1,1,1,,,4,"4,6"
Passo Fundo,2,3,5,30,2,2,1,0,1,0,0,1,10,12,50,60,2,1,1,,7,3,"0,4"
Erechim,1,1,1,30,2,1,1,0,0,0,0,1,4,12,20,23,1,2,1,,7,3,"1,4"
Passo Fundo,2,3,3,30,1,1,0,0,0,1,0,1,4,5,20,40,1,1,1,,7,3,"3,6"
Passo Fundo,1,3,4,30,2,2,1,0,0,0,0,1,"0,25",15,25,60,1,1,1,,6,3,0
Ibirubá,1,1,2,30,2,4,0,1,0,0,0,2,"0,5",2,22,48,1,1,1,,6,3,"2,2"
Sananduva,1,2,,30,2,2,0,0,1,0,0,1,5,8,40,,1,1,1,,6,3,"3,4"
Passo Fundo,1,3,5,30,2,1,1,0,0,0,0,1,8,14,20,97,1,2,1,,6,3,"3,4"
Ibirubá,2,1,1,30,2,2,1,0,1,0,0,1,3,3,40,36,1,1,1,,6,3,"4,2"
Passo Fundo,1,1,1,30,2,7,1,0,0,0,0,1,2,8,30,16,1,2,2,4,6,3,"4,6"
Sananduva,2,1,5,30,2,2,0,1,0,0,0,1,1,12,20,45,1,1,1,,6,3,"5,6"
Tapejara,1,1,1,30,2,2,1,0,0,0,0,2,1,9,40,12,2,1,1,,5,3,1
Passo Fundo,2,1,2,30,2,2,0,1,1,0,0,1,4,7,20,18,1,1,1,,5,3,"2,6"
Marau,2,1,1,30,2,2,1,0,0,0,0,2,1,6,40,8,1,1,1,,5,3,"4,6"
Ibirubá,1,2,2,30,2,,0,1,0,0,0,2,5,7,20,,1,1,1,,4,3,5
Passo Fundo,2,1,2,30,2,2,1,0,1,0,0,1,"0,75",10,50,32,1,1,2,,4,3,5
Passo Fundo,1,1,1,30,2,2,0,1,0,0,0,1,7,19,29,32,1,1,1,,3,3,5
Tapejara,1,1,1,30,2,2,1,0,0,0,0,1,1,6,40,8,2,1,2,5,6,2,3
Tapejara,2,1,2,30,2,2,1,0,1,0,0,2,2,6,20,36,1,2,2,2,5,2,4
Passo Fundo,2,1,1,30,2,6,1,0,0,0,0,1,8,14,30,11,,1,2,90,4,2,"1,8"
Passo Fundo,2,3,3,30,1,3,0,0,0,1,0,1,3,7,20,50,1,1,2,14,4,2,"1,8"
Passo Fundo,1,3,5,31,1,2,1,1,1,0,0,1,10,8,28,60,2,1,1,,7,5,"1,6"
Tapejara,1,1,2,31,1,1,0,1,0,0,0,2,1,1,30,45,1,1,1,,7,5,"3,4"
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,4,12,40,20,1,2,1,,7,5,"4,4"
Getúlio Vargas,2,1,2,31,1,8,0,1,0,0,0,1,4,4,20,42,1,1,1,,6,5,"1,2"
Erechim,2,1,1,31,2,2,1,0,0,0,0,1,5,13,40,34,1,1,1,,5,5,"4,4"
Passo Fundo,1,3,3,31,2,7,0,0,0,1,1,1,1,5,6,,2,1,1,,3,5,"0,4"
Selbach,2,1,5,31,2,2,0,1,0,0,0,1,5,5,22,15,1,1,1,,6,4,"1,4"
Sananduva,1,2,2,31,2,2,0,1,0,0,0,2,6,8,20,13,1,1,1,,6,4,"2,4"
Marau,2,1,2,31,1,2,0,1,0,1,0,1,4,7,60,,1,1,1,,6,4,"2,4"
Ibirubá,1,1,1,31,2,2,1,0,1,0,0,1,6,9,40,,1,1,1,,6,4,"2,4"
Erechim,2,1,2,31,2,8,1,0,1,0,0,1,1,11,40,122,1,1,1,,6,4,"2,6"
Ibirubá,2,1,1,31,2,2,1,0,0,0,0,1,4,10,20,2,1,1,1,,6,4,"2,6"
Tapejara,1,1,1,31,2,2,1,0,0,0,0,1,7,,30,14,1,1,2,180,6,4,3
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,5,10,40,23,2,1,1,,6,4,"3,4"
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,6,8,40,17,2,1,1,,6,4,4
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,10,13,40,17,2,1,1,,6,4,"4,4"
Tapejara,1,1,1,31,2,2,1,0,0,0,0,1,1,7,20,38,1,1,1,,6,4,"4,4"
Tapera,2,1,2,31,2,2,0,0,1,0,0,1,5,13,20,40,1,1,1,,6,4,"4,8"
Ibiaçá,2,1,,31,1,2,0,0,0,1,0,1,6,7,20,30,2,1,1,,6,4,"4,8"
Tapejara,1,1,1,31,2,2,1,0,0,0,0,1,7,10,30,40,1,1,1,,6,4,5
Ibirubá,1,1,1,31,2,,1,0,0,0,0,1,5,5,40,36,1,1,1,,5,4,"3,8"
Tapejara,1,1,1,31,2,2,1,0,1,0,0,1,2,7,20,8,1,1,1,,3,4,"2,4"
Ibirubá,2,2,2,31,2,2,0,1,0,1,0,2,2,4,40,23,1,1,1,,2,4,"4,2"
Estação,1,1,1,31,2,2,1,0,0,0,0,1,6,11,44,13,2,1,1,,,4,"4,8"
Marau,1,1,2,31,2,2,0,0,1,0,0,1,2,8,20,21,1,1,2,3,7,3,"3,2"
Passo Fundo,2,3,5,31,1,1,1,0,1,0,0,1,1,5,24,60,2,1,1,,7,3,"3,2"
Marau,2,1,2,31,2,2,0,1,1,0,0,2,1,1,40,60,1,1,2,3,6,3,1
Erechim,2,1,1,31,2,1,1,0,1,0,0,1,2,6,40,17,1,1,2,10,6,3,"1,6"
Tapejara,1,1,1,31,2,2,0,0,1,0,0,2,6,11,20,,1,1,1,,6,3,"2,4"
Ibirubá,1,1,1,31,2,1,1,0,0,0,0,1,4,16,40,,1,1,1,,6,3,"2,6"
Getúlio Vargas,2,1,1,31,2,2,1,0,0,0,0,1,4,7,42,25,2,1,1,,6,3,"3,2"
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,8,13,40,40,2,1,1,,6,3,5
Ibiaçá,1,1,,31,2,2,0,1,0,1,0,2,4,4,39,27,1,1,1,,5,3,"2,8"
Taquaruçu do Sul,1,1,1,31,2,2,1,0,0,0,0,1,2,6,22,15,2,1,1,,4,3,"3,4"
Passo Fundo,2,2,2,31,2,2,0,0,1,0,0,1,3,15,50,9,1,1,2,15,4,3,"4,8"
Tapejara,1,1,2,31,2,2,1,0,1,0,0,1,9,9,40,16,1,1,2,3,4,3,"5,2"
Passo Fundo,1,3,3,31,1,2,0,0,0,1,0,1,5,,16,100,1,1,1,,2,3,"0,2"
Erechim,2,1,2,31,2,1,1,0,0,0,0,1,1,11,20,,1,1,1,,2,3,4
Getúlio Vargas,2,1,,31,2,3,0,1,0,0,0,1,6,8,20,,1,1,1,,1,3,"5,2"
Erechim,2,1,2,31,1,1,0,1,0,0,0,1,1,6,40,16,1,1,2,3,1,3,6
Passo Fundo,1,1,1,31,2,1,1,0,0,0,0,1,6,8,44,11,1,1,1,,6,2,"3,8"
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,7,11,40,17,1,1,1,,6,2,"4,6"
Erechim,1,1,1,31,2,1,1,0,0,0,0,1,3,14,40,34,1,1,1,,5,2,"1,8"
Sananduva,2,1,2,31,2,2,1,0,0,0,0,1,3,7,40,23,1,1,2,15,5,2,2
Erechim,1,1,5,31,2,2,0,1,0,0,0,1,6,8,13,51,2,1,2,240,5,2,"5,4"
Erechim,1,1,2,31,2,2,0,0,1,0,0,1,1,12,40,83,1,2,1,,3,2,"3,4"
Espumoso,1,1,2,31,2,2,1,0,1,0,0,1,2,13,20,19,1,1,2,6,3,2,"4,6"
Erechim,1,4,4,31,2,2,1,0,0,0,0,1,3,10,40,35,1,1,1,,2,2,"5,8"
Passo Fundo,1,1,1,32,2,6,1,0,0,0,0,1,3,6,55,6,1,1,1,,7,6,1
Passo Fundo,1,3,3,32,2,8,0,0,0,1,1,1,2,15,6,,2,1,1,,7,5,"2,4"
Erechim,2,1,1,32,2,1,1,0,1,0,0,1,1,3,40,17,1,1,1,,7,5,"2,6"
Erechim,2,1,1,32,2,1,0,1,1,0,0,1,8,12,40,96,1,1,1,,7,5,"5,8"
Passo Fundo,1,1,1,32,2,2,1,0,0,0,0,3,10,10,30,11,1,1,1,,6,5,1
Erechim,1,1,6,32,2,,,,,,,2,2,8,40,29,1,1,1,,6,5,"2,4"
Passo Fundo,2,3,4,32,1,1,0,1,0,0,0,1,"0,16",5,28,,1,1,1,,6,5,"2,6"
Erechim,1,1,2,32,2,2,1,0,0,0,0,3,2,5,40,68,1,1,1,,6,5,"2,6"
Passo Fundo,1,3,2,32,2,3,0,0,1,0,0,1,6,14,23,28,1,1,1,,6,5,"2,6"
Erechim,1,1,5,32,2,1,0,1,0,0,0,1,8,9,20,51,2,1,1,,6,5,"2,8"
Estação,1,1,1,32,2,2,1,0,0,0,0,,2,2,44,9,2,1,1,,6,5,4
Ibirubá,1,1,1,32,2,1,1,0,0,0,0,1,5,5,8,,1,1,1,,6,5,"4,2"
Passo Fundo,1,3,5,32,1,1,0,1,1,0,0,1,8,10,25,60,1,1,1,,5,5,"2,4"
Ibirubá,1,1,1,32,2,1,1,0,0,0,0,1,3,3,40,2,2,1,1,,4,5,0
Passo Fundo,1,3,5,32,2,1,1,0,0,0,0,1,6,9,8,97,1,1,1,,7,4,1
Erechim,1,1,1,32,2,2,1,0,0,0,0,1,4,4,40,17,2,1,1,,7,4,"1,6"
Passo Fundo,1,3,5,32,2,2,0,0,1,0,0,1,6,10,22,60,1,1,1,,7,4,"2,2"
Passo Fundo,2,1,1,32,2,3,1,0,0,0,0,1,2,17,30,16,1,1,1,,7,4,"3,2"
Sananduva,1,1,5,32,2,2,0,1,0,0,0,1,6,10,20,45,1,1,1,,7,4,"4,4"
Sananduva,1,1,2,32,2,1,0,1,0,0,0,1,2,8,8,23,1,1,1,,7,4,"4,6"
Marau,1,1,2,32,2,2,0,0,1,0,0,1,4,6,40,35,2,2,1,,6,4,"0,8"
Marau,1,1,2,32,2,2,1,0,1,0,0,1,1,7,20,35,1,1,1,,6,4,"1,2"
